price	pred_price	std
1580	1610.05	31.76
990	1083.33	21.71
1230	1207.61	19.3
670	589.03	12.3
930	993.89	22.83
860	773.44	22.75
1620	1470.58	30.3
600	564.46	9.87
1695	1732.73	36.22
470	538.57	14.83
1030	1051.58	21.03
430	478.95	11.26
2050	2140.39	45.17
1430	1325.55	32.4
410	403.97	11.31
2345	2313.13	34.29
290	304.78	12.84
1150	1091.28	22.29
650	698.69	15.74
3400	3780.07	89.78
1190	1153.74	22.04
570	600.54	16.76
3990	4337.94	114.24
410	429.12	10.62
1950	2008.8	38.58
400	407.2	9.84
1690	1770.09	29.59
3300	3144.56	51.26
1860	1658.99	29.91
590	605.75	15.89
960	995.24	20.62
2290	2125	45.03
890	950.2	20.55
540	475.97	11.03
1370	1371.25	34.43
1780	1863.18	37.78
1599	1545.09	37.27
2680	2804.67	48.67
1820	1772.48	31.79
650	558.81	13.65
1450	1448.13	33.84
1250	1251.5	27.93
1790	1525.44	31.71
1330	1379.47	26.3
2399	2448.66	51.49
1500	1244.23	29.16
520	546.82	13.71
960	954.12	17.83
1420	1130.31	25.37
1010	846.75	18.14
650	630.59	12.7
2200	2217.72	46.5
2750	2635.54	52.33
440	478.81	10.42
830	811.78	17.49
1160	969.95	21.44
2180	2062.49	53.67
790	800.7	17.87
1860	1958.02	37.27
490	425.27	12.55
790	831.3	15.81
2830	2610.16	57.58
1390	1554.52	34.29
1380	1335.75	25.8
420	465.37	9.09
530	524.23	15.66
590	594.19	13.39
440	504.43	10.08
1680	1755.14	42.38
470	455.79	14.1
970	988.67	20.1
1290	1353.57	26.18
1400	1431.99	24.82
2050	1954.29	38.47
920	981.81	14.45
450	427.12	10.83
1040	947.33	15.77
3280	3114.07	58.12
1990	2186.48	50.9
2170	2353.53	50.17
1160	1153.54	23.42
1740	1686.12	36.09
2260	2383.43	53.04
2760	2918.67	63.84
520	569.62	11.06
680	722.37	18.42
740	654.99	14.65
280	329.74	8.6
1450	1424.27	24.61
2650	2538.52	51.33
1200	1136.44	20.58
880	770.85	15.98
1290	1269.47	24.84
1440	1405.08	23.71
2090	2014.37	47.59
350	316.22	9.98
900	836.47	17.14
2350	2330.94	40.33
590	613.86	14.65
245	206.91	7.72
1650	1691.88	28.97
3750	3421.09	96.85
2480	2456.15	40.37
1070	1115.74	19.77
1890	1819.14	37.7
1800	1903.26	43.65
680	614.03	13.77
420	424.8	13.02
1500	1396.48	25.55
1170	1041.18	19.53
1470	1485.54	28.36
570	552.96	12.9
1190	1221.32	22.19
2280	2177.4	44.6
1050	1130.74	21.51
550	571.1	13.33
1000	1068.57	18.61
910	890.45	19.28
770	749.6	15.16
440	421.68	13.49
650	708.78	15.72
440	432.93	11.57
980	917.55	19.32
640	705.37	15.64
940	942.59	21.39
380	382.59	9.48
1030	1017.3	27.55
2660	2695.17	60.15
1200	1264.72	24.52
820	800.26	18.36
430	403.9	11.87
1330	1322.35	23.71
480	420.15	10.62
2750	2831.6	59.15
1780	1804.54	35.48
820	903.83	21.35
290	340.12	10.74
520	523.69	11.74
1690	1548.67	29.56
1120	1210.51	23.99
1320	1313.81	27.08
1920	1927.39	35.07
1400	1474.18	30.23
440	403.23	9.25
450	504.14	12.47
620	614.93	14.09
690	620.73	15.08
550	509.51	17.46
750	725.04	14.89
970	965.9	23
620	595.98	15.49
970	939.7	17.73
1950	1965.52	38.33
1430	1513.16	22
780	862.82	17.87
700	648.76	17.01
590	605.39	13.73
2100	2687.34	87.17
460	501.23	11.37
1180	1075.23	21.6
1290	1167.38	18.01
1430	1494.91	26.19
640	619.75	14.56
950	939.55	21.48
2380	2207.66	41.63
730	708.21	15.34
1199	1248.24	32.88
1180	1102.2	29.04
2570	2723.33	64.02
1790	1808.21	33.3
860	859.67	20.66
2070	2081.74	40.45
380	355.17	13.22
2280	2312.11	59.22
520	498.13	12.78
689	681.83	19.19
2630	2707.62	59.54
1799	1855.72	42.02
1600	1741.19	40.21
2570	2581.89	55.98
3660	3570.22	93.54
300	317.51	8.16
1450	1407.71	28.78
770	847.5	17.31
690	682.88	17.41
2400	2421.91	40.76
3050	3135.71	78.32
2380	2477.18	50.01
620	661.97	15
330	367.44	8.3
1000	959.39	22.22
1350	1250.14	36.94
1100	1092.69	24.87
1750	1769.51	34.71
1830	1886.51	37.31
1230	1315.22	24.17
670	678.17	15.19
900	941.85	17.81
800	777.82	15.26
1090	1047.67	19.91
1370	1437.16	32.55
4100	4194.39	142.51
880	856.93	13.86
1330	1258.91	23.59
1200	1126.49	23.33
1920	1543.38	30.46
350	423.8	10.54
2110	2273.25	58.02
590	571.42	14.34
1040	952.12	20.25
770	806.37	13.94
1340	1281.15	21.17
990	1003.89	15.7
2470	2633.86	56.53
2890	2781.46	44.85
1210	1200.37	21.8
620	570.49	11.44
870	855.05	19.36
2050	2100.62	41.9
1680	1653.35	35.24
1200	1144.84	22.88
1370	1349.05	26.42
2130	2245.48	47.96
2650	2474.14	52.35
740	737.22	18.71
950	1033.8	21.02
1950	2037.59	44.52
2230	2147.29	39.29
2480	2619.31	59.38
2900	3123.75	67.52
1240	1210.65	23.91
890	996.34	26.63
2520	2593.75	72.2
950	786.13	24.73
850	872.19	23.37
1400	1493.81	29.86
1850	1896.03	36.71
1820	1730.72	36.33
1060	996.23	20.98
1600	1460.91	29.8
2370	2358.27	38.49
1750	1604.56	32.73
3050	3028.9	64.24
710	663.69	18.95
2150	2207.96	45.69
1500	1310.34	31.92
2270	2204.08	49.79
1390	1528.91	27.2
2630	2668.52	49.64
310	347.88	7.9
880	993.58	29.36
2750	2704.82	57.65
2280	2494.11	67.9
570	528.77	10.26
460	411.84	13.84
490	527.74	12.11
1100	1174.16	29.58
1330	1315.26	26.56
870	783.54	16.12
2450	2579.93	63.14
2460	2514.02	57.43
2590	2555.74	52.34
950	951.54	27.04
2550	2665.06	60.4
1210	1167.66	26.39
1380	1364.25	27.49
1500	1450.24	35.07
820	859.98	18.35
1790	1756.08	37.63
570	582.19	11.01
1050	1022.39	23.37
880	877.62	33.04
1860	1805.67	43.54
550	559.11	15.15
1680	1757.79	43.68
2460	2466.22	59.39
950	955.81	21.33
2500	2585.13	66.97
880	928.36	22.25
1850	1803.77	38.83
1300	1141.28	25.25
999	1113.72	32.73
560	595.04	14.87
730	659.81	15.38
3050	2934	49.15
2300	2161.73	45.7
1250	1377.99	28.71
555	534.63	12.55
2670	2581.7	59.46
390	322.5	9.92
450	488.64	12.77
950	914.95	22.21
2280	2196.74	37.86
840	943.04	22.95
1150	1280.18	25.29
590	660.7	19.2
290	278.12	8.88
520	452.64	12.51
410	330.39	10.43
600	558.73	14.25
550	553.17	15.07
1150	1044.76	22.78
540	539.43	14.22
1100	1033.73	20.8
1950	2204.94	56.53
450	428.75	13.29
505	593.87	11.64
1370	1349.54	21.21
1960	2288.54	49.92
1750	1792.16	59.17
430	473.26	9.33
3180	2995.65	58.31
440	497.7	10
3200	3164.29	59.41
1200	1095.12	30.05
1870	1635.86	31.24
370	380.03	8.63
1400	1369.43	35.01
1895	1988.93	35.22
790	686.32	17.12
1230	1154.82	25.49
850	743.15	15.45
2450	2583.94	55.08
2280	2386.08	48.87
2490	2147.33	35.12
1190	1116.96	26.8
2590	2666.83	45.45
2850	2870.39	55.18
499	439	10.75
830	798.05	16.32
1310	1326.37	26.97
1300	1315.65	23.83
1050	931.67	20.15
630	620.06	16.06
1780	1829.58	33.85
350	375.13	10.34
699	708.59	13.46
3430	3148.17	64.47
290	277.35	7.45
1330	1034.13	26.85
1480	1382.28	27.86
1830	1817.84	43.66
350	347.3	10.02
770	750.19	24.41
1730	1934.98	40.69
780	788.86	18.86
1130	1114.02	24.28
690	690.59	21.39
390	337.26	14.6
770	655.01	15.73
700	681.24	16.04
1130	1100.78	25.68
1650	1435.22	31.75
430	472.4	10.85
1120	1154.95	19.57
590	675.37	13.29
860	745.82	16.1
690	769.1	18.46
740	705.02	16.81
740	622.49	17.51
480	512.36	11.3
550	616.19	16.63
880	996.75	23.27
850	947.27	19.57
1790	1731.74	35.38
1530	1335.79	35.59
560	499.04	10.23
800	885.15	16.88
1980	1859.09	32.69
730	907.61	19.4
1380	1394.45	25.48
990	1051.48	20.6
950	1004.64	22.59
1480	1513.23	31.5
670	649.01	19.48
1880	1817.74	37.84
1370	1370.88	28.43
810	758.67	16.26
1180	1115.42	21.57
1350	1290.01	28.21
1200	1163.82	21.64
3750	3793.19	82.54
2890	3038.52	57.82
450	486.21	10.88
1630	1676.93	30.79
699	674.65	13.55
800	815.62	20.43
2599	2605.16	47.38
1590	1728.53	31.68
550	556.11	13.85
550	551.51	15.94
420	434.3	9.49
1040	1014.08	19.51
930	891.24	17.19
1890	1979.23	43.11
3300	3310.76	65.76
3050	2979.34	56.34
1750	1682.96	37.05
1350	1248.55	30.59
360	402.57	11.69
1300	1196.42	21.35
990	972.37	23.54
1410	1481.9	30.67
2980	2960.23	53.46
1260	1237.4	25.94
2300	2356.52	49.29
1190	1251.21	24.79
720	756.76	15.6
1140	1174.51	25.09
1350	1265.65	25.03
620	580.75	12.81
1020	1052.83	21.43
810	873.75	22.36
1450	1462.21	27.92
2030	1937.45	41.82
1160	1186.31	34.37
1020	1029.49	16.47
1590	1767.9	39.45
530	545.35	14.55
1270	1118.93	26.26
500	535.69	11.95
520	524.11	12.3
1570	1588.88	44.36
1020	983.16	20.59
1770	1926.61	33.39
2070	2049.75	40.49
1500	1511.94	33.8
1700	1558.35	31.09
2950	3099.26	53.8
1280	1219.42	26.32
1250	1169.03	22.61
690	648.76	14.15
770	781.52	18.25
750	683.96	15.73
1080	1078.26	20.55
1330	1278.39	27.21
900	954.4	31.66
930	914.22	19.38
950	1004.98	18.87
830	816.59	14.96
950	933.06	26.06
830	848.38	29.65
2260	2255.74	42.18
960	1014.01	21.22
750	841.63	18.26
480	508.51	12.26
899	938.59	22.75
1060	1019.3	24.81
350	348.75	10.52
3350	3388.42	74.81
650	642.69	14.59
820	775.76	19.97
1220	1218.44	24.84
720	747.79	14.89
1340	1440.59	23.73
680	741.18	18.5
1290	1319.28	27.31
650	619.44	15.41
1430	1481.18	24.32
990	990.23	18.06
3299	3415.09	64.08
2550	2576.79	56.55
780	762.96	14.46
1020	1005.24	19.57
990	930.77	21.92
1290	1329.71	31.84
2430	2578.76	50.75
2210	2010.84	37.69
880	885.95	18.78
2090	1874.92	46.53
1699	1838.3	41.26
1130	1072.98	23.08
2380	2461.82	47.22
990	1038.27	26.24
790	692.64	16.51
360	363.41	9.43
1450	1415.31	31.57
1880	2101.34	41.18
1999	2024.16	43.79
1330	1300.03	30.94
1690	1650.51	34.51
410	365.75	11.47
850	903.35	26.3
2270	2350.42	51.04
1820	1809.24	32.77
920	973.05	21.3
2370	2548.35	52.85
790	746.43	20.58
2050	1888.6	41.67
1580	1587.48	29.03
1550	1413.89	24.52
590	628.81	16.53
1690	1717.32	36.04
870	790.91	18.29
450	473.17	11.24
1360	1216.65	28.2
1110	1194.43	21.5
350	350.13	7.45
1320	1367.44	36.93
1830	1922.28	33.45
240	265.9	15.9
1200	1188.46	31.91
2020	2176.47	37.69
530	584.5	19.52
450	409.75	9.48
780	864.92	19.95
1030	1228.46	19.03
770	755.6	21.32
770	759.68	22.34
2460	2364.25	42.54
740	729.84	16.32
560	614.02	15.14
870	757.79	19.57
1500	1450.17	30.59
1090	1222.72	32.05
2590	2546.08	45.6
1000	956.31	18.23
2670	2648.99	52.51
840	820.81	19.47
2450	2479.84	51.49
1240	1263.39	25.3
1099	1106.72	26.01
320	364.89	8.88
999	1055.54	19.4
1450	1375.04	30.75
1900	1910.41	40.07
790	901.45	22.73
1130	1157.26	24.78
2410	2546.73	47.63
1770	1844.53	39.59
970	965.22	24.86
1470	1436.13	32.59
1450	1411.07	29.51
680	653.75	20.77
570	585.29	13.96
2880	2774.72	58.66
1650	1640.89	34.43
1630	1759.97	28.29
890	781.04	19.77
4250	4386.57	110.63
4300	4186.14	101.7
950	846.4	21.16
500	501.43	10.56
2840	2774.23	48.58
3470	3839.92	89.61
980	898.12	19.99
519	514.8	16.73
1040	988.04	22.68
650	621.55	20.04
2300	2221.15	42.7
600	564.41	14.95
1070	968.08	25.44
1250	1283.13	24.99
1569	1663.95	38.73
1320	1329.71	23.86
1099	1118.22	18.51
1380	1356.62	35.56
1490	1559.01	29.52
1000	1075.94	17.87
1520	1419.77	26.38
1530	1630.97	29.19
720	653.75	12.78
1890	2035.06	47.63
1990	1923.43	41.38
1820	1872.73	26.37
1190	1194.08	25.42
660	665.32	15.84
1590	1710.28	32.24
1300	1248.3	25.85
860	922.38	20.04
950	1067.43	26.8
1290	1176.89	24.6
620	665.48	16.54
2280	2249.54	42.86
1790	1862.3	34.18
1380	1383.82	25.62
1450	1334.63	33.31
1160	1015.06	23.33
690	691.47	15.98
1290	1112.23	18.51
2070	2214.74	50.68
850	758.53	24.95
1090	1035.5	18.27
1150	1145.83	20.59
700	688.62	17.41
1470	1597.33	33.06
2390	2378.27	53.36
2600	2680.43	47.59
1990	2039.62	38.63
330	329.7	8.21
2980	2950.88	78.27
2860	3071.63	57.57
1050	1091.06	30.15
1340	1349.99	31.02
1730	1693.01	30.99
640	638.5	11.53
740	720.64	12.06
1250	1215.2	25.57
480	441.89	14.54
370	401.48	12.81
1340	1352.99	23.22
2399	2626.32	61.77
880	831.38	17.87
1080	1027.52	20.82
720	674.28	26.35
2070	2113.99	41.86
1750	1676.05	31.31
1530	1610.7	33.06
3190	3156.48	75.92
1950	2093.45	37.42
920	1026.9	17.74
800	766.19	14.32
880	811.21	21.13
2350	2088.42	39.63
590	625.83	23.22
699	744.69	16.31
520	459.95	15.24
1020	987.75	21.51
2760	2761.85	51.16
620	584.43	14.69
380	333.1	9.74
720	635.77	13.33
830	667.01	15.73
2130	1850.01	40.61
1130	1041.56	24.45
2259	2518.87	49.99
1050	1262.31	30.66
1500	1378.09	31.17
750	655.87	14.73
750	662.48	12.43
1500	1281.27	25.35
1090	877.45	19.53
650	540.72	17.06
1150	986.46	20.77
1800	2038.25	46.84
610	627.37	17.77
1020	1009.86	23.71
1200	1339.89	31.32
1150	1221.53	23.8
1550	1511.75	29.56
2350	2592.96	62.5
3760	4040.86	91.55
690	759.49	26.14
1470	1533.78	30.28
3150	3223.36	72.12
690	744.4	19.38
1120	1144.56	25.23
270	252.05	7.15
2100	2049.16	42.82
750	762.52	15.15
1300	1215	22.53
510	533.67	12.74
1249	1117.85	28.38
4250	4283.55	88.41
1130	1194.73	23.86
1580	1687.76	33.45
1050	1096.5	24.68
1980	1954.99	39.41
2450	2198.36	38.57
770	713.74	24.83
1170	1145.88	22.06
2230	2321.33	43.47
450	417.34	15.2
550	545.39	13.2
2550	2620.22	47.21
530	544.02	11.74
1420	1314.42	30.81
1540	1554.77	33.36
2280	2372.11	44.91
730	687.8	19.53
900	877.08	21.88
1150	1145.08	23.73
2020	1903.34	42.6
2050	2054.95	41.93
770	679.44	14.32
3380	3438.45	80.57
1690	1704.45	30.82
1570	1455.38	25.14
1690	1684.66	37.14
410	321.65	10.74
750	720.85	16.12
750	795.23	17.72
1130	1249.74	26.05
1010	1036.2	25.91
520	540.53	14.9
599	571.37	14.97
500	507.85	11.92
1670	1581.23	28.14
780	801.61	20.08
290	303.62	15.01
850	802.69	14.99
950	983.77	21.43
1390	1367.22	32.62
870	844.57	17.25
1150	1268.75	24.1
1170	1072.04	23.53
1100	1099.99	22.1
1120	1308.9	25.66
690	741.15	19.65
930	940.73	20.8
350	376.82	10.1
1070	1005.42	22.35
3200	3355.59	82.58
5000	4840.89	105.53
380	360.5	10.22
1360	1481.32	33.75
770	768.31	18.98
1560	1471.27	27.24
1250	1375.4	29.43
2350	2393.27	44.57
480	502.04	13.45
1499	1529.05	26.56
1870	1896.47	32.24
820	776.09	15.75
1549	1540.69	29.09
250	241.05	14.69
3400	3308.57	66.06
560	572.68	12.85
580	523.16	8.84
889	978.08	22.73
2140	2069.94	43.22
630	621.05	18.22
1140	1220.39	22.12
1350	1466.42	23.48
1850	1848.76	37.77
1780	1916.25	40.27
1250	1134.65	23.87
880	917.47	18
410	435.93	13.07
1050	1048.18	21.26
420	419.09	10.88
470	502.25	12.02
1050	1054.99	20.31
1270	1256.99	27.83
1380	1374.28	26.92
590	538.14	13.02
1190	1197.24	28.99
2380	2545.67	50.52
1000	988.49	22.82
1399	1387.09	38.91
1400	1369.66	23.92
3350	3451.2	60.92
1380	1411.64	30.76
820	825.07	21.8
4600	4549.99	107.76
380	384.64	8.34
780	706.48	20.24
1680	1761.58	34.2
2650	2606	51.32
1050	1057.18	20.06
4580	4534.08	103.37
820	893.16	21.53
2190	2287.55	45.49
890	955.23	20.85
1650	1679.91	32.48
1420	1412.97	27.26
3300	3559.42	83.18
1790	1831.56	35.32
1490	1466.78	32.77
2600	2629.64	51.7
1190	1250.06	22.37
2600	2587.99	48.47
500	536.38	11.94
3150	3455.95	83.41
2450	2563.25	44.44
2750	3006.01	53.59
1400	1368.57	29.46
1250	1116.21	26.48
500	475.22	12.61
2430	2456.51	52.76
650	612.02	14.88
2690	2773.89	61
590	635.36	14.97
590	592.59	14.91
1500	1544.01	26.03
390	395.16	7.94
1290	1417.02	30.25
1120	1172.68	24.36
1250	1162.54	24.92
1180	1126.52	25.43
2590	2455.56	42.52
790	840.04	16.28
2050	2213.2	47.59
1680	1616.91	37.01
1980	1961.92	37.38
1050	1062.82	20.09
1390	1391.75	22.84
2020	2197.71	40.1
1680	1643.11	47.28
420	405.19	10.82
1150	1092.04	24.05
2520	2460.75	51.54
1670	1664.28	34.01
550	546.92	11.41
490	554.1	13.54
680	762.7	19.57
1269	1295.96	31.65
790	820.16	16.1
1470	1521.3	28.1
1720	1749.46	36.28
1050	1183.11	21.22
650	641.03	15.12
1570	1701.23	35.26
1150	1164.84	22.37
530	575.55	12.74
780	853.57	17.31
2650	2634.74	49.5
1430	1526.4	29.42
520	525.48	11.95
2290	2236.03	43.86
740	728.18	19.65
1090	1077.45	24.9
370	394.46	10.7
1769	1830.29	33.71
400	468.68	13.83
1330	1349.87	29.17
820	760.93	16.46
1340	1366	27.94
2950	2946.68	58.07
720	714.07	15.06
319	347.29	9.33
1940	1996.5	38.09
1680	1573.06	27.48
1180	1309.59	25.93
1550	1555.11	30.55
390	377.4	8.59
500	498.95	11.05
1680	1760.39	34.91
1300	1233.97	25.85
3340	3365.8	74.84
1700	1698.63	25.46
1199	1047.4	23.53
1099	1028.8	24.02
690	771.61	16.26
490	476.11	12.54
1780	1796.88	34.26
380	340.31	7.67
750	733.62	13.87
1760	1913.54	38.9
650	614.76	14.15
820	844.78	19.18
2390	2425.59	51.78
1080	1069.15	26.58
1390	1357.79	25.62
1650	1715.32	32
490	524.91	13.1
990	1037.45	23.59
880	931.08	23.54
640	659.89	19.35
1200	1157.42	21.29
4500	4287.98	88.87
990	1086.92	30.42
2050	2061.31	39.66
470	483.22	9.61
880	770.48	18.93
440	470.11	11.05
2599	2527.4	57
1480	1669.45	49.53
1030	1038.43	16.8
2550	2572.79	50.33
780	831.34	18.78
1590	1526.86	32.61
1850	1672.14	34.61
400	365.5	8.49
1870	1799.78	34.41
810	767.68	15.86
1850	1904.87	35.02
1190	1238.16	29.09
980	905.59	21.08
350	343.46	8.32
900	815.09	17.47
320	391.06	8.85
1429	1554.53	31.39
2100	2151.54	44.66
1750	1767.28	33.26
3250	3426.59	58.36
3100	3471.43	107.08
2530	2407.26	46.52
1400	1508.64	34.87
680	737.92	17.58
2050	2162.18	48.27
2480	2465.35	44.22
1240	1152.37	23.12
1230	1161.24	23.99
490	520.93	12.77
2270	2314.26	48.07
1930	1960.16	35.85
1180	1130.97	27
1310	1321.68	24.77
1570	1340.16	33.72
1050	1115.56	22.6
990	1034.33	18.67
1230	1231.75	27.42
1530	1667.27	34.75
1590	1581.05	30.09
1170	1098.14	19.2
3300	3544.53	65.32
1650	1590.41	29.09
1100	1040.2	20.66
1230	1320.99	26.37
1190	1278.56	23.03
1499	1584.74	35.13
1199	1217.56	26.46
1870	1808.08	36.57
1250	1236.41	23.8
1390	1422.06	31.45
690	704.91	15.38
760	719.57	15.57
2560	2693.84	52.15
3120	3092	60.95
2130	2087.44	32.65
1030	1002.96	24.14
1480	1450.92	25.52
1400	1466.09	32.83
3680	3699.34	72.92
2250	2224.37	35.23
3090	3418.94	99.92
1420	1321.74	37.26
770	898.93	16.71
550	596.97	13.38
540	561.57	16.05
3150	2747.77	63.05
470	526.81	13.88
1780	1879.99	35.42
2100	1978.15	35.45
930	974.67	19.89
1290	1291.76	26.14
590	648.45	23.81
750	841.21	22.34
570	679.32	17.41
750	707.56	16.69
3230	3393.32	73.16
1500	1613.24	30.69
790	648.99	14.1
1060	1155.08	21.94
430	364.53	11.75
5050	4877.37	121.3
940	839.48	17.39
1120	983.3	31.22
1290	1216.53	31.07
1580	1354.87	27.05
2850	2960.19	66.17
1280	1311.98	25.86
1510	1541.27	31.47
1750	1694.57	37.23
1290	1331.04	27.61
2299	2279.82	48.25
1130	1122.74	23.85
2320	2451.01	61.26
930	925.23	19.77
1510	1546.82	34.75
750	742.18	20.19
680	692.36	17.19
470	468.44	11.63
1088	915.79	20.52
1320	1260.9	25.06
1350	1292.99	23.13
1000	982.57	19.11
1190	1101.1	21.4
1050	1014.78	27.76
2050	1980.33	39
1380	1278.1	20.29
1050	1066.19	19.32
450	431.22	9.51
1600	1654.13	31.23
520	466.65	9.59
720	740.72	16.36
1150	1037.45	25.8
540	505.66	10.97
2390	2383.01	55.5
820	831.41	19.81
2390	2252.41	48.04
800	831.73	18.53
320	267	11.68
1420	1428.32	27.19
750	674.92	15.92
530	576.54	12.8
1680	1506.73	31
1770	1639.74	35.16
1410	1421.91	29.56
930	912.81	22.64
620	612.59	13.08
2600	2608.1	50.96
1100	1120.21	20.28
590	533.99	11.39
2190	2190.75	40.71
1080	1154.99	24.72
1200	1276.43	32.89
3100	2999.01	65
1170	1151.13	30.43
1150	1235.48	26.48
610	573.86	16.21
990	1012.71	22.96
2290	2303.44	48.95
2220	2260.22	38.73
1450	1439.46	29.85
970	967.19	20.17
2350	2222.63	44.99
470	421.49	12.24
2979	3042.07	77.99
550	567.29	12.69
815	807.79	22.49
880	815.38	16.97
1590	1501.33	30.51
760	834.26	16.41
2530	2321.36	42.36
650	628.13	14.03
950	917.73	19.78
1220	1095.29	25.5
1170	1284.33	24.19
1120	1033.83	20.91
1800	1855.47	36.12
980	924.84	19.58
580	572.6	14.25
1450	1337.36	23.86
990	987.16	18.31
1020	1058.43	23.05
1170	1127.98	27.19
860	802.52	25.78
860	803.89	15.79
950	929.41	19.6
1100	1062.47	21.07
2390	2263.6	54.54
1280	1265.34	34.16
1400	1451.79	27.07
2600	2598.48	38.98
1390	1270.54	32.22
1130	1050.3	28.69
2550	2329.66	47.28
820	794.51	21.63
1240	1357.33	26.09
890	819.77	17.43
450	490.72	12.43
620	614.32	17.92
1650	1583.62	32.67
1040	1047.87	24.24
1890	1918.7	44.58
2220	2197.21	45.56
2570	2554.05	50.11
820	938.37	23.99
1480	1506.44	30.15
380	374.1	9.81
720	671.59	14.63
900	855.83	18.07
2299	2180.14	44.3
1370	1419.33	31.5
530	523.77	12.45
2280	2277.45	48.2
2520	2485.77	47.79
1220	1230.41	24.13
1630	1734.64	30.32
390	389.98	15.19
1590	1665.87	39.32
2850	2648.5	49.12
730	715.58	14.1
960	986.51	20.05
2190	2284.48	45.27
520	550.27	14.44
1270	1329.68	28.3
550	518.95	11.34
800	726.7	14.06
2050	2029.41	32.63
2050	1878.16	35.11
4170	4458.73	114.28
750	763.99	17.05
790	825.5	21.78
890	862.28	20.25
1700	1726.18	31.22
430	449.97	12.56
1390	1310.44	30.42
1220	1203.09	24.14
1450	1485.75	26.48
2850	2843.46	64.98
2130	2184.07	50.26
880	826.35	14.68
799	686.21	16.29
410	391.34	9.83
1300	1394.58	28.05
470	400.8	12.37
1030	1047.27	26.4
879	973.65	25.28
490	474.23	12.32
760	649.31	30.15
580	537.77	14.67
770	704.08	18.09
1280	1315.02	25.66
620	652.08	12.47
790	678.41	13.2
2280	2426.97	47.42
530	549.3	11.84
450	408.52	9.22
880	943.11	19.72
700	656.24	13.52
650	622.9	12.19
840	937.41	23.61
2050	2031.65	41.93
1560	1557.15	31.7
580	615.85	14.65
820	882.76	18.52
2230	2245.36	43.7
2490	2521.94	49.2
1020	1015.31	20.53
1630	1588.67	41.83
1099	1087.29	17.93
599	590.02	14.27
1780	1888.34	33.68
1069	1011.09	19.59
1070	1163.62	18.98
2290	2357.78	43.52
580	536.09	10.21
810	750.01	16
2090	2083.53	44.85
1190	1177.71	22.78
569	508.1	13.48
2730	2676.27	52.25
1230	1165.35	28.69
790	699.03	17.29
420	413.38	10.28
370	365.1	9.24
1020	1106.89	23.23
540	505.49	15.22
750	799.78	15.3
300	295.82	9.02
780	733	14.24
2470	2517.46	49.12
1600	1547.06	27.72
2220	2226.34	43.05
2140	1974.61	43.95
990	969.37	24.55
1850	1777.71	43.32
1590	1551.55	30.57
769	703.59	16.22
1900	2004.76	44.03
1490	1478.52	38.57
1195	1229.01	24.5
730	659.96	17.69
1420	1465.54	30.92
1390	1494.09	35.05
819	890.74	18.96
720	784.25	16.13
1670	1655.6	34.89
2670	2669.58	64.36
2650	2619.81	59.56
730	686.37	20.99
550	568.88	14.44
1980	1912.88	40.28
1900	1893.82	36.91
1560	1486.07	29.68
770	744.22	17.37
1020	954.32	26.57
2390	2528.86	51.35
690	642.32	18.76
2470	2555.48	48.8
1670	1686.39	34.83
599	584.94	13.82
2890	2928.97	85.44
820	840.09	21.05
3990	3117.55	77.51
1250	1300.07	26.47
2380	2497.98	48.43
750	787.34	16.3
2600	2702.91	65.81
1180	1148.15	27.25
2590	2655.99	46.67
2250	2134.7	55.48
1449	1345.09	21.01
1720	1832.88	33.89
670	639.18	12.79
1070	1166.94	32.25
680	620.4	11.56
760	692.03	18.45
630	607.25	9.88
1780	1749.12	36.26
1390	1458.98	33.08
690	635.22	15.37
1200	1288.12	27.75
1160	1066.5	31.55
1430	1447.07	41.93
1900	1937.52	31.98
2050	2093.44	39.36
880	843.46	19.18
880	889.88	20.06
620	562.34	18.64
1500	1473.04	33.66
2680	2724.39	54.34
550	586.58	11.45
480	460.32	13.54
2030	1940.29	49.2
1100	1120.09	21.6
950	1006.41	21.32
1360	1281.17	23.77
840	770.08	19.68
800	891.81	19.53
2190	2217.42	36.11
2450	2520.15	56.76
1480	1526.58	30.79
760	760.63	19.72
760	751.34	17.59
1060	1062.27	18.79
650	560.26	17.75
3460	3453.87	73.34
1950	2160.33	45.14
3060	2961.24	69.39
530	492.32	10.4
930	941.05	19.91
1290	1461.6	30.01
939	1007.11	19.33
1750	1951.58	46.27
870	942.13	23.7
1390	1331.47	26.08
1370	1571.23	40.5
3990	4288.2	87.98
1280	1281.5	26.42
870	827.17	22.38
890	863.97	18.96
1380	1357.67	29.34
3070	3058.63	60.92
2100	2142.36	46.92
340	337.71	10.04
1980	1920.22	36.35
790	895.99	21.64
2100	2247.43	49.56
2450	2443.63	65.94
1090	1073.11	22.37
2590	2450.1	51.42
750	735.14	17
990	956.69	18.62
1750	1891.87	39.03
1160	1184.42	24.51
1670	1705.94	41.85
1230	1082.97	26.16
780	928.18	19.48
790	863.35	19.76
1200	1157.51	21.58
1050	1004.65	21.73
1310	1228.91	23.32
1650	1606.85	34.64
590	507.25	11.36
2290	2378.6	47.42
1500	1433.38	36.21
1430	1330.34	38.72
2690	2733.51	56.87
1200	1053.64	25.03
500	460.24	16.94
1400	1399.67	33.51
1690	1755.65	35.43
1300	1272.05	26.75
2290	2355.91	47.35
1370	1414.81	34.95
1420	1378.54	27.25
670	573.04	15.32
1060	932.85	21.94
1890	1962.14	40
