price	pred_price	std
799	670.63	16.64
1699	1491.14	26.93
1250	1315.33	30.76
1360	1435.3	26.9
1070	1131.38	23.14
770	794.98	17.59
898	836.15	18.65
1320	1404.91	26.85
990	1028.84	19.47
1620	1604.72	33.04
1480	1425.39	29.41
690	729.8	20.96
1670	1610.59	32.49
780	927.15	23.64
1555	1511.26	26.1
999	896.17	18.24
860	915.11	16.43
690	734.03	15.72
1570	1491.78	43.62
850	891.22	20.25
1620	1561.03	34.09
1270	1258.45	27.25
1250	1280.1	28.08
430	370.82	8.84
370	402.8	12.57
3980	4079.97	100.04
690	696.99	15.2
1390	1273.67	27.36
1370	1299.11	24
970	925.11	18.23
2290	2155.59	40.82
1330	1283.68	29.5
2690	2757.71	57.21
1430	1428.35	27.94
920	820.42	24.65
2590	2143.11	38.18
800	841.8	16.29
2360	2280.66	45.72
1120	1123.13	20.75
3360	3410.8	66.76
650	720.47	19.91
1690	1694.77	33.43
4150	4051.13	83.27
850	826.47	14.82
1220	1229.27	28.85
2130	2312.5	50.02
2550	2541.69	40.57
3890	2435.78	50.4
2000	2050.72	44.22
720	726.1	13.2
1290	1296.09	27.76
1449	1440.2	31.54
360	327.69	10.24
699	658.33	15.16
630	576.55	15.02
1400	1489.92	27.54
1790	1783.47	29.66
1380	1393.19	27.89
1230	1347.45	26.91
950	940.54	21.17
490	474.68	9.65
600	670.84	12.73
340	389.79	11.12
2850	3048.3	64.56
1220	1332.58	25.26
1090	1025.77	29.7
285	284.19	7.82
870	775.38	20.96
2950	3137.41	58.12
2620	2395.06	48.58
770	759.71	18.45
1470	1460.29	27.93
1830	1809.87	33.52
1050	1118.6	21.72
1550	1494.03	33.59
1350	1354.17	24.25
850	819.79	20.86
1950	1806.39	40.83
850	795.11	16.31
800	721.41	13.18
1380	1388.41	30.89
1890	2019.82	31.44
440	435.28	10.84
1420	1402.53	27.51
1460	1499.68	27.89
570	513.8	12.02
1630	1639.1	32.22
1300	1277.02	32.45
850	815.27	17.32
790	847.22	19.55
410	417.5	13.84
2360	2366.22	46.77
1450	1537.65	30.24
820	915.18	19.58
1580	1542.67	34.66
920	927.65	14.99
2160	2215.04	38.11
1890	1994.57	39.53
640	607.37	11.84
1599	1476.32	27.69
770	751.27	23.78
570	664.03	12.26
1880	1769.83	35.71
2890	2675.6	43.34
1330	1301.68	28.34
4150	4246.45	101.66
1320	1199.69	28.95
1270	1381.26	26.55
1400	1465.06	28.95
2350	2284.06	42.47
530	610.63	14.25
1380	1398.17	26.68
720	637.04	12.71
2390	2332.96	41.69
1550	1573.16	32.38
890	793.27	18.97
890	988.67	19.77
640	583.41	16.06
1900	1915.07	40.13
770	680.41	17.58
289	299.58	7.01
2000	1988.45	41.24
850	780.03	20.16
3990	3834.23	104.59
2450	2407.58	38.78
390	420.49	10.05
2130	2129.84	55.42
2330	2396.44	50.56
299	322.34	9.52
1580	1495.49	31.6
390	387.22	15.41
480	455.1	12.58
970	1079.14	27.15
4300	4149.88	112.63
850	884.21	22.32
360	407.9	10.13
4100	4278.65	97.69
850	748.74	17.53
670	626.55	11.53
2320	2173.27	49.3
2390	2527.21	50.96
1310	1237.01	23.27
1580	1545.5	29.12
2899	2877.21	54.58
1149	1085.93	21.38
690	682.14	15.95
2780	2688.94	54.33
4350	3307.7	95
1160	1123.17	19.05
700	695.27	16.54
530	538.12	13.03
1699	1627.16	33.25
2450	2397.83	48.86
920	814.8	19.75
950	1156.21	29.15
1190	1146.96	21.54
3200	3171.08	64.56
720	666.28	16.73
350	347.91	8.87
440	500.56	9.47
1140	1073.8	28.54
1590	1772.59	31.43
1060	947.38	19.5
1750	1773.27	42.97
370	437.26	9.67
999	936.02	24.05
610	631.58	16.28
1540	1675.76	32.83
580	680.44	12.99
670	758.88	16.21
1299	1200.02	26.41
470	413.56	9.77
1450	1272.37	26.76
2945	3009.17	53.37
790	811.61	15.49
940	942.41	19.04
1050	1080.09	25.27
950	847.03	19.71
1690	1742.74	33.47
960	1027.39	21.74
700	601.96	16.07
770	747.72	14.25
1720	1747.39	42.18
1650	1615.55	35.74
1350	1342.62	24.94
1930	1893.41	40.61
800	807.48	16.21
849	815.07	19.56
1190	1236.48	23.04
420	458.44	11.14
1640	1661.2	33.32
799	863.47	18.43
2940	2844.94	55.59
1070	1146.57	19.9
2590	2634.4	52.77
780	747.94	17.47
2200	2112.79	48.02
2020	2026.29	36.99
650	577.1	13.42
1150	1220.12	25.51
450	473.1	14.28
950	976.32	21.37
1088	983.67	31.83
1590	1639.78	34.53
1780	1817.38	29.75
2450	2590.79	58.05
690	642.03	14.84
380	364.97	9.56
1290	1350.52	33.72
400	398.24	9.31
1640	1625.31	30.91
950	1063.46	29.09
1299	1289.61	30.49
710	655.13	11.98
2500	2444.19	49.02
1548	1413.12	23.72
1950	1573.95	30.67
1290	1241.5	33.55
1180	1136.55	21.83
2950	3061.57	68.29
2050	2110.74	30.62
530	491.31	14.9
990	919.17	16.78
3390	3327.49	73.04
1560	1604.62	28.77
900	920.55	21.67
680	682.92	13.65
249	250.84	10.96
1250	1258.51	22.4
3550	3720.93	84.3
1300	1202.88	24
2690	2634.86	55.75
2180	2056.04	40.55
1400	1263.51	27.28
650	615.82	12.83
1380	1336.8	24.25
750	671.76	13.84
890	980.79	18.68
620	587.75	15.88
1050	1107.17	21.04
1520	1378.54	31.52
1150	1184.15	28.11
2070	1692.37	32.78
770	804.77	15.92
1740	1792.63	40.14
2110	2125.65	44.13
2980	2923.58	55.57
1070	1101.1	17.42
1190	1068.63	21.87
1350	1285.11	22.64
700	825.19	18.69
1350	1310.41	27.68
720	770.67	17.56
1810	1807.77	33.45
1850	1897.49	34.27
1050	1019.74	22.46
1050	1077.54	23.24
1380	1390.91	26.7
1100	1204.96	23.36
780	759.22	18.39
1590	1222.63	24.04
1599	1650.45	34.58
3120	3234.41	71.21
520	524.12	12.08
1090	1167.14	25.33
1340	1193.08	26.81
670	638.35	21.18
590	569.32	11.92
1840	1970.2	42.63
320	329.37	9.59
1050	1022.47	20.48
2760	2738.05	57.48
1510	1580.99	30.93
1070	981.16	24.7
1900	1753.26	35.13
500	515.76	12.04
1320	1366.22	24.53
1080	1080.86	23.87
270	252.71	8.12
2490	2579.25	44.13
3380	3193.95	67.57
2050	1928.91	40.47
1250	1248.26	24.4
1130	1001.39	22.29
850	880.64	17.59
690	670.87	12.47
1650	1497.87	26.61
3040	3034.56	62.93
2080	2119.92	43.3
739	781.64	15.76
2860	2903.86	64.48
1990	1991.17	34.6
730	692.99	15.13
620	685.43	13.62
300	326.31	6.65
670	689.22	14.47
630	650.65	13.79
1540	1467.62	31.06
2290	2254.11	45.23
1230	1158.4	22.88
770	826.02	17.74
860	925.7	18.41
1860	1863.37	34.92
1535	1559.59	28.91
1690	1623.22	33.31
1440	1479.14	27.87
1040	1137.28	19.54
399	392.09	12.96
870	812.63	18.3
2820	2921.55	58.02
1360	1332.73	29.57
1400	1443.1	31.71
690	809.67	26.49
2290	2319.02	48.08
750	786.1	21.4
2180	2249.17	45.37
340	326.72	11.82
1180	1170.71	25.69
1110	1044.56	21.82
2099	2120.87	39.85
1350	1395.79	27.2
290	281.48	7.87
520	548.79	16.89
2050	2090.25	44.9
530	590.72	15.2
1050	1128.6	21
980	980.64	22.09
880	825.95	18.73
899	840.64	18.19
900	984.28	19.44
2800	2828.67	68.07
3090	3049.39	78
1380	1422.98	33.12
160	168.33	10.16
320	340.45	11.79
960	954.74	21.85
1220	1106.36	23.61
1480	1453.39	25.75
2150	2092.8	42.02
850	874.47	17.53
1360	1421.34	26.49
1430	1416.76	31.65
1050	1026.74	25.94
1130	993.74	20.68
570	567.46	10.33
630	707.05	14.95
599	617.44	19.05
1750	1745.07	36.05
2350	2217.73	48.79
1700	1696.15	27.34
999	1000.12	20.2
3950	4033.49	109.33
840	815.8	20.77
320	331.12	9.24
620	621.41	11.72
460	439.79	13.79
620	609.21	12.47
1080	1111.97	24.45
1040	1042.94	21.91
2170	2107.56	42.33
2690	2777.43	53.12
650	832.9	33.91
1520	1409.45	30.49
3180	3273.1	73.27
650	598.56	13.73
550	571.88	14.26
1520	1568.48	32.25
580	566.23	12.92
2520	2374.58	47.31
1190	1141.33	24.06
1530	1570.45	31.75
710	665.08	16.92
1190	1229.04	29.05
3690	3725.86	93.55
1550	1597.23	30.19
750	776.82	14.32
1320	1395.62	23.62
1130	1114.76	19.9
1800	1637.12	33.26
1190	1079.31	25.62
480	466.86	12.79
1390	1639.36	35.8
1090	970.13	18.91
2230	2301.68	51.85
260	306.88	8.97
920	940.88	21.47
1590	1527.19	33.64
760	789.2	20.91
1350	1226.82	25.68
1080	1057.64	21.85
950	856.02	22.91
1050	981.13	23.67
350	314.65	8.15
490	448.16	15.61
850	699.98	19.43
2930	2540.3	51.22
1250	1177.23	24.89
1035	1025.91	19.46
1420	1408.51	36.01
2930	3310.38	77.39
1450	1244.46	23.49
540	626.79	15.69
1590	1146.68	49.44
980	1072.11	22.78
1490	1656.33	34.93
400	340.27	9.04
320	276.29	7.84
740	817.14	19.94
890	1037.22	20.54
620	590.18	13.16
860	1037.09	21.91
750	756.19	19.52
1410	1232.35	28.05
1330	1498.42	30.83
720	584.27	16.77
820	729.64	13.59
590	636.86	18.72
950	1091.15	24.31
1580	1826.57	37
1450	1241.25	22.43
690	783.99	17.06
490	540.43	12.22
870	972.57	29.39
970	1071.46	24.36
1780	1513.03	38.17
350	449.01	12.55
1850	1982.55	60.85
870	977.9	30.62
830	695.71	13.52
690	776.57	17.59
2740	2652.59	62.77
2100	2092.15	43.32
1100	1188.58	23.48
1180	1218.74	27.69
1520	1622.16	39.05
920	882.14	21.6
430	377.72	9.76
2760	2812.04	60.78
2430	2352.86	44.83
530	571.32	12.92
1590	1646.83	36.15
1100	1112.04	22.24
2750	2864.04	59.32
2280	2368.2	41.87
820	890.95	19.18
890	852.65	17.74
980	884.38	20.18
1330	1313.41	27.52
920	912.6	18.43
1860	1747.2	34.94
670	751.33	18.46
980	944.54	18.89
899	918.17	16.68
499	528.91	10.76
3500	3530.68	68.5
1580	1480.93	28.84
1230	1108.43	23.44
2390	2404.61	47.64
1150	1082.5	20.64
690	705.15	17.36
2190	2203.3	34.94
730	778.96	16.9
730	693.75	14.05
250	296.33	11.76
950	917.12	18.36
1950	1965.43	34.2
2199	2274.54	43.33
850	800.37	21
1750	1788.54	33.9
1040	946.82	21.65
690	619.06	17.09
1650	1630.35	27.97
890	973.55	20.65
1430	1473.51	28.52
270	242.35	8.89
1780	1849.73	36.41
1520	1552.93	28.37
2320	2102.9	38.73
4530	4527.7	94.59
4670	4801.88	130.14
2250	2302.71	36.35
990	931.51	31.82
2200	2097.95	42.37
2370	2456.47	51.52
1980	1953.52	41.12
300	338.04	13.94
480	486.39	13.86
900	881.99	17.67
1690	1656.25	37.71
1080	1083.85	21.89
630	584.89	16.23
1950	1983.53	42.19
1440	1343.1	24.47
470	507.41	12.79
790	829.64	14.61
1270	1150.26	29.56
990	1028.55	20.65
1230	1243.55	31.96
1520	1533.48	27.61
1550	1587.86	40.35
1150	1096.93	28.44
370	412.3	10.17
1550	1554.07	25.47
1590	1619.83	32.72
630	589.81	14.33
980	910.4	18.72
1210	1224.32	27.18
480	531.09	16.5
420	477.05	12.86
1880	1842.4	38.27
1150	1098.73	25.09
1920	2155.57	57.45
1620	1587.65	32.18
3300	3536.96	79.97
830	919.36	20.62
990	1113.7	25.17
1070	1157.99	24.87
1640	1737.65	32.49
1270	1261.37	24.91
240	228.52	8.75
1520	1450.44	28.97
1590	1574.07	37.61
3280	3374.29	64.91
860	836.05	19.42
2890	2928.52	57.59
850	785.27	18.58
1270	1338.18	26.16
3090	3110.88	56.06
560	602.73	11.75
2990	3005.47	71.43
1020	901.29	18.12
750	814.45	16.76
1320	1404.02	22.99
1920	1908.4	33.99
2690	2752.11	54.53
990	957.98	19.04
1430	1351.08	29.45
569	556.55	11.34
720	749.79	13.36
970	992.79	18.22
1150	1082	21.67
1660	1614.29	33.52
1930	2006.03	34.82
720	765.47	17.42
1120	1061.25	28.87
600	665.06	15.97
1210	1136.39	27.45
840	776.41	17.35
1090	1158.57	21.15
1290	1327.93	23.48
830	804.86	16.71
1890	1746.59	32.34
2220	2280.85	44.4
410	426.54	9.94
580	575	11.65
1800	1914.34	37.13
1260	1294.23	26.56
2850	2957.29	66.83
590	619.59	13.26
3640	3850.28	60.99
1980	1919.03	28.87
1950	1966.7	39.54
580	495.65	12.42
370	375.29	8.43
2520	2612.55	59.83
1450	1543.07	28.44
2210	2302.45	52.2
1300	1451.63	30.28
1850	1887.79	34.66
1970	1943.79	32.59
1380	1296.48	23.81
2030	1863.55	40.91
2800	3056.25	76.23
1330	1282.26	26.39
1200	1263.85	29.59
2200	2176.12	53.74
1830	1756.03	33.81
1050	1104.06	24.51
2121	1966.57	42.76
2130	1998.87	38.4
830	825.05	18.73
2300	2148.3	46.06
950	911.01	26.86
1190	1179.08	27.12
1050	1121.55	22.57
1560	1549.7	31.28
599	586.79	14.28
2450	2371.36	49.1
880	937.68	23.44
2060	2175.43	43.75
2160	2124.6	52.86
1690	1718.41	35.35
765	760.74	21.34
880	810.89	16.36
1100	1239.52	27.18
250	253.28	7.67
2480	2626.77	49.77
330	385.04	11.55
1390	1365.35	32.54
350	373.66	9.11
960	944.42	18.21
1888	1897.09	37.05
630	642.13	15.71
1515	1488.09	26.77
430	408.76	11.09
2170	2171.15	43.39
1470	1411.43	28.06
1050	1144.83	25.59
900	942.04	21.92
1030	957.83	22.47
1180	1174.6	24.06
850	879.66	19.55
650	701.52	17.62
400	449.66	14.66
1250	1334.04	28.5
530	561.68	11.69
899	969.82	22.39
690	710.83	14.74
900	895.56	19.51
520	562.17	15.48
1220	1149.21	28.5
1250	1246.03	24.7
940	908.24	26.84
1160	1213.8	25.16
1620	1532.87	31.62
1060	978.27	20.13
1300	1359.03	30.72
570	591.71	15.2
2070	1857.08	42.32
1420	1580.99	33.44
1280	1310.17	20.55
1340	1351.18	41.62
990	949.88	18.33
1180	1189.77	27.95
480	512.62	11.69
1230	1136.48	21.49
2330	2253.81	42.06
2430	2224.13	48.62
1390	1376.78	31.22
750	735.55	33.41
790	858.79	26.69
650	668.71	13.97
3990	4273.64	79.76
1040	1055.3	19.98
1500	1473.9	29.39
910	839.01	20.52
1230	1318.18	27.12
1490	1426.04	27.14
3550	3572.47	72.42
450	414.51	9.9
890	907.62	27.52
930	872.96	14.21
1420	1543.45	33.09
2790	2966.41	53.62
1020	1018.97	17.16
1420	1449.91	29.62
1580	1557.03	31.15
580	554.3	13.34
905	963.01	23.25
890	883.02	18.06
1520	1484.31	34.95
2170	2248.52	43.61
470	467.36	11.39
530	509.47	12.14
920	914.05	20.1
670	732.3	16.34
2480	2472.48	60.81
990	1021.29	27.47
2190	2135.15	45.44
1020	1059.11	18.62
1480	1493.61	28.97
590	539.4	11.92
2470	2518.05	40.74
690	691.64	12.26
900	795.62	18.83
1380	838.13	21.59
1030	1113.55	20.96
2250	2378.1	45.15
1430	1403.34	28.05
340	365.33	11.73
1160	1018.33	25.99
1050	1008.43	24.1
1250	1247.77	28.57
1070	1180.62	31.17
1099	1242.74	26.27
1075	996.17	19.73
1220	1268.07	30.43
1390	1376.09	23.46
1020	979.11	20.27
890	972.57	20.43
2590	2620.96	57.14
2750	2682.45	59.57
1100	1166.98	22.21
3400	3193.42	62.37
2300	2281.24	49.25
1690	1519.99	34.12
1699	1691.89	30.51
2910	2865.59	40.73
4390	4619.53	109.02
2630	2717.55	55.79
4190	4201.89	94.69
2420	2495.52	52.66
2030	2137.54	43.04
1250	1167.95	25.24
1660	1590.14	29.77
2400	2367.44	46.05
1220	1103.71	21.17
1120	1084.18	21
1130	1144.65	19.84
2690	2703.72	62.39
320	344.18	9.47
1460	1378.75	27.98
770	695.29	17.68
1430	1371.41	27.6
990	949.82	18.96
450	464.1	17.14
799	748.48	16.39
2290	2212.73	49.43
1440	1358.43	27.73
1180	1239.89	24.49
1520	1461.98	28.9
720	681.36	14.91
830	879.5	18.64
690	630.41	13.8
520	586.08	17.76
1170	997.79	22.84
450	506.23	9.83
1680	1664.36	35.17
1580	1643.01	33.17
450	477.15	12.95
1500	1555.93	27.24
3280	2811.7	58.38
2230	2274.95	48.2
1710	1686.25	36.07
2720	1784.06	55.44
390	417.23	12.3
1630	1795.13	36.91
1130	1177.48	25.42
820	862.87	20.67
1250	1387.09	28.31
460	526.19	12.93
870	916.06	19.92
690	731.38	15.6
2150	1919.72	42
569	584.81	13.67
830	856.75	17.88
940	950.46	24.36
980	960.67	20.85
690	683.59	19.48
1250	1156.49	23.17
615	580.13	13.38
1190	1262.98	28.15
2380	2225.25	43.03
690	674.63	18.76
1760	1758.31	36.49
1760	1769.5	36.8
1520	1596.84	39.01
1200	1238.3	23.92
1850	1741.01	29.41
850	902.18	22.91
515	574.16	12.4
1870	1593.51	27.2
2080	2476.71	50.36
1730	1601.16	26.34
2550	2875.2	54.48
790	665.62	15.68
830	927.89	22.56
1570	1463.84	37.96
1570	1403.28	36.99
1220	1159.06	21.11
2390	2119.04	39.59
4390	4470.04	90.95
1770	1701.82	39
450	471.35	16.27
1930	1790.39	32.1
1270	1311.76	29.6
1560	1584.72	29.21
2000	1962.33	44.7
1950	2003.25	42.83
1250	1212.56	23.56
2250	2218.63	51.77
870	838.54	19.87
1220	1253.51	24.11
1590	1654.94	31.04
470	504.31	9.26
1120	1056.44	21.97
2730	2752.7	61.82
820	780.75	16.69
510	507.94	11.19
1690	1668.37	34.04
400	302.59	12.62
2129	2153.85	44.3
1330	1384.1	24.48
2490	2526.32	58.67
1840	1847.89	44.21
1540	1604.67	30.89
1120	1082.44	25.67
2950	2417.92	52.09
1100	1029.69	26.66
2480	2747.75	71.34
2360	2315.6	42.46
350	351.03	9.3
1450	1384.72	25.23
1390	1296.66	20.99
680	655.92	17.89
2450	2404	46.55
780	835.87	20.14
1380	1491.93	31.51
1030	1071.85	22.58
2080	2094.73	47.46
2490	2610.15	50.68
1370	1408.69	37.82
2490	2543.99	51.52
640	629.71	12.7
660	666.3	12.69
1870	1949	44.64
330	339.11	8.72
599	548.3	13.55
1450	1475.12	32.59
1020	1004.62	29.14
970	1013.68	28.19
1390	1446.82	21.52
2250	2130.82	37.17
2170	2182.19	42.65
700	665.37	12.37
1390	1262.08	29.31
1020	841.26	13.21
2440	2203.39	55.83
1890	1820.65	36.79
1410	1633.36	33.57
970	1112.6	25.72
1380	1252.11	25.67
820	907.92	16.45
1990	2145.54	40.9
1290	1052.28	21.94
760	783.81	15.57
620	582.92	12.43
1020	957.24	19.5
1470	1428.09	29.44
1930	1945.55	37.24
840	927.46	21.02
890	885.68	19.67
590	550.83	12.69
1099	1211.81	24.86
530	544.26	16.96
3130	3542.68	70.91
2740	2802.17	46.78
630	646.36	13.34
400	403.32	11.43
2180	2050.04	48.27
1920	2085.55	39.34
760	634.35	15.09
1490	1368.25	21.98
1220	1075.59	22.47
1820	1865.99	36.95
1770	1760.56	38.1
870	813.67	17.17
1000	1013.01	23.48
899	835.19	16.93
520	553.62	14.25
720	811.98	16
365	444.71	9.6
855	976.54	17.79
930	891.2	16.89
1250	1424.3	24.92
650	586.08	18.41
599	532.03	12.73
1230	1358.01	23.96
390	459.31	13.59
599	686.47	13.83
1530	1735.61	39.93
1290	1463.3	30.12
1450	1247.4	28.27
2650	3038.4	55.52
3090	3325.83	73.29
1570	1376.1	24.05
590	543.95	13.44
670	564.67	13.22
590	656.7	17.41
1980	2045.17	34.66
1480	1484.07	30.44
990	1040.84	22.89
1390	1382.57	23.27
470	415.18	9.27
850	806.56	16.09
890	900.07	18.73
890	810.76	16.44
2290	2166.87	51.02
620	651.1	17.04
860	802.39	18.2
2390	2403.46	51.49
1230	1290.18	27.1
920	964.85	21.26
1650	1616.95	29.98
1220	1136.9	28.81
1390	1449.37	30.17
1415	1469.22	24.27
999	1057.03	19.86
640	666.54	15.07
520	580.92	14.08
550	545.36	12.83
1350	1422.53	31.02
1770	1773.97	30.83
2460	2482.26	49.18
700	666.36	13.24
960	842.26	18.47
1200	1246.18	26.47
1530	1517.96	28.32
2680	2820.92	81.49
320	352.46	10.34
790	760.06	15.18
2390	2663.23	46.55
680	720.3	17.28
990	1058.9	33.69
2060	2072.63	34.41
730	798.95	16.71
2580	2841.79	51.62
3480	3334.88	83.9
830	899.38	21.67
1170	1134.3	25.76
440	471.29	10.5
2300	2241.91	47
1100	943.68	18.84
1750	1767.38	28.37
700	690.81	15.58
1190	1274.9	28.87
1930	1988.72	38.17
1565	1630.94	29.21
3300	3378.86	64.74
1650	1705.12	37.87
2599	2496.59	54.27
499	538.92	13.49
480	500.39	13.84
820	765.74	14.26
1060	965.83	17.25
1410	1450.63	23.57
1399	1395.12	24.85
1160	1334.96	23.82
1090	950.95	19.57
1070	992.21	22.52
1580	1682.13	30.25
450	502.91	11.99
1970	2000.75	36.28
1250	1176.11	30.33
1340	1115.22	21.29
630	623.13	17.84
1610	1678.59	27.1
2160	2068.08	38.29
560	585.37	12.53
850	850.34	18.96
1460	1503.82	27.34
1690	1816.83	38.06
1100	1122.41	21.05
1450	1525.08	25.23
1020	987.72	19.98
1240	1260.44	26.92
1020	1033.58	23.25
1410	1456.27	30.67
380	404.98	11.12
1070	1008.78	20.55
470	469.57	9.98
1300	1261.98	23.8
630	682.63	15.2
920	815.09	18.67
2390	2472.06	47.79
870	799.81	17.28
949	990.95	22.91
990	907.38	21.55
270	268.6	8.57
980	934.65	21.29
2040	1897.59	39.05
2290	2268	48.99
1170	1263.15	27.74
588	554.88	12.71
1460	1410.56	32.22
1200	1228.6	25.05
1699	1772.95	45.31
830	759.63	14.87
530	482.2	10.36
1260	1295.42	29.71
3700	3784.67	78.22
2550	2463.94	57.25
1290	1400.78	32.44
2390	2398.46	55.72
990	1006.27	21.02
790	754.36	16.68
1130	1125.36	23.2
860	902.49	18.09
2270	2188.28	36.52
790	742.37	15.88
1150	974	26.68
2370	2399.94	47.31
1020	1061.28	24.05
910	893.41	17.18
1760	1789.69	37.54
1250	1408.91	35.9
770	712.64	12.97
1290	1373.88	41.67
1150	1081.83	21.96
1350	1384.75	26.18
1550	1498.91	27.68
2500	2532.59	46.42
2910	2891.97	72.84
2420	2471.46	46.92
1690	1667.13	29.81
3380	3236.78	64.92
3490	3564.19	84.34
2750	2799.16	51.99
1799	1678.91	31.55
630	611.99	13.79
510	443.73	12.89
830	713.05	18.88
3050	3309.4	80.67
450	470.5	16.67
1640	1772.64	35.7
2269	2187.94	42.38
890	977.16	20.37
730	729.21	19.28
3330	3320.14	70.35
1180	1209.16	27.41
920	903.1	21.7
810	718.23	14.98
1430	1416.25	29.68
1190	1123.3	23.9
640	639.45	16.01
1800	1688.38	40
620	616.68	18.28
2100	2117.64	42.34
1100	1099.18	22.11
1190	1137.27	24.4
1100	1099.68	25.49
670	685.47	11.45
2599	2692.29	56.29
1080	954.54	15.25
1520	1560.23	28.8
510	574.01	14.61
790	725.4	16.92
890	858.66	16.93
1660	1700.56	32.95
1890	1751.8	36.37
1030	1101.55	27.06
1130	1154.73	20.73
660	694.3	17.76
2790	2893.2	52.78
520	559.26	9.88
2700	2763.2	65.3
1180	1218.91	29.35
1560	1573.22	26.67
2980	3141.62	63.93
1750	1841.98	32.04
2290	2327.77	41.55
1720	1718.39	36.13
3930	4165.52	100.14
1650	1694.71	30.23
1300	1228.95	24.3
770	825.16	21.99
760	672.73	13.29
3090	3191.32	71.88
2320	2306.45	40.88
2200	2119.36	39.56
1030	1014.25	19.69
1570	1547.43	32.07
1999	2141.54	44.54
790	723.49	18.41
1720	1666.22	25.92
990	965.04	20.56
4050	2545.72	51.57
1250	1183.76	22.54
1740	1783.06	35.04
550	536.24	16.27
680	658.36	13.39
1430	1440.96	27.98
1630	1683.61	36.03
1080	1024.86	17.88
1030	1139.2	25.02
390	441.73	10.86
1950	2014.23	43.32
2600	2214.4	50.26
970	1037.2	28.73
1970	1922.52	35.02
650	696.08	14.21
2690	2622.83	47.45
1399	1421.66	22.07
1760	1792.87	32.63
740	749.85	26.85
790	838.43	17.79
730	726.99	19.93
599	619.08	15.91
960	955.12	20.72
700	722.06	19.07
600	609.48	13.92
1480	1407.02	33.79
580	697.71	13.84
550	516.38	12.89
1480	1551.21	40.23
1690	1741.38	28.9
1500	1471.12	27.36
855	970.86	24
1500	1446	34.54
1510	1493.32	32.68
920	847.73	20.19
1370	1399.63	30.8
4930	5264.84	123.56
1350	1457.21	27.38
2400	2457.43	49.29
750	872.84	16.69
2780	2781.47	59.04
1990	2048.17	38.07
520	554.24	11.62
1999	2163.18	48.08
680	638.27	20.24
1150	1245.22	24.3
2450	2365.43	60.73
990	1011.63	23.65
1250	1207.03	23.83
1730	1691.86	35.76
1739	1776.43	33.93
600	598.57	19.02
1220	1295.99	24.9
1170	1188.03	20.1
530	558.6	12.69
1260	1223.13	29.15
990	1054.17	21.9
2050	2212.14	41.4
755	726	18.72
1070	1003.21	19.06
720	751.78	19.91
480	463.63	10.86
1020	1137.86	27.56
3190	3232.37	60.25
300	329.82	11.75
630	580	14.02
480	525.72	18.04
2050	1913.41	40.71
580	525.07	14.19
690	653.62	13.45
620	557.76	11.77
3960	3829.14	91.64
830	794.89	16.92
699	691.6	11.94
1690	1767.26	32.18
1155	1251.93	22.76
1499	1593.46	31.74
320	291.04	9.73
990	987.01	20.92
2255	1905.69	43.15
1090	1093.04	23.79
1320	1304.54	23.3
1450	1504.22	34.78
1780	1704.75	35.58
380	396.98	12.12
850	875.41	15.85
3790	3742.94	89.92
990	939.14	21.61
855	979.19	16.43
420	464.29	11.78
950	1007.37	19.93
1600	1615.65	38.04
1530	1428.92	31.35
1140	1077.82	22.92
930	886.36	21.51
990	1086.66	21.14
1500	1407.99	24.8
2350	2376.35	50.53
1400	1483.92	26.66
1610	1616.6	34
1310	1414.21	30.1
490	497.4	14
2320	2370.22	48.22
750	706.59	15.84
1820	1915.61	37.11
1530	1553.89	35.07
1100	1089.51	23.8
2480	2500.2	49.47
1200	1176.91	21.93
740	764.02	16.45
720	720.44	31.89
1950	1871.39	26.71
759	738.65	20.07
750	781.2	17.35
2260	2118.08	42.12
880	865.14	22.69
1450	1456.58	32.97
1880	1774.51	30.61
490	466.77	11.25
2450	2621.64	72.81
420	431.98	11.71
950	925.41	32.46
1070	1033.53	23.53
1490	1487.81	42.42
630	688.52	15.52
150	161.98	10.86
2790	2791.25	61.78
1799	1804.61	36.42
470	448.08	11.74
1180	1268.58	22.02
310	291.9	9.13
1120	1073.45	17.12
850	852.41	19.92
310	249.71	7.76
990	951.39	18.94
1460	1468.02	35.35
1280	1274.56	30.2
550	625.79	19.65
1090	911.25	16.35
420	360.33	10.71
2799	3092.22	62.6
800	893.94	16.16
900	838.94	17.55
590	687.37	14.86
850	673.17	17.18
2200	1908.92	43.75
1760	2035.25	38.29
2530	2584.46	51.51
2480	2178.79	44.86
740	663.03	15.14
350	409.65	12.07
1120	1021.33	19.1
1250	1066.44	18.4
990	913.83	21.42
850	751.23	16.23
970	834.99	19.37
1199	1072.34	22.52
1090	1229.89	27.95
670	577.03	16.06
2899	3117.03	66.99
700	583.94	15.48
630	807.82	20.16
1270	1236.05	25.26
1250	1292.82	24.52
1600	1569.29	30.02
2720	2760.39	55.86
1220	1237.08	22.97
1490	1540.33	23.01
430	472.82	14.44
1490	1537.83	36.3
1380	1421.24	28.19
3190	3354.06	85.89
2340	2407.73	43.34
1260	1128.82	22.27
1620	1551.84	27.06
1070	952.4	21
3280	3193.62	67.51
1770	1917.69	40.44
1270	1190.52	27.68
1300	1430.62	30.75
300	290.44	8.98
1220	1268.56	31.09
1700	1667.95	28.35
1420	1435.64	28.04
1370	1340.34	28.02
