model_code,car_type,trans_mode,fuel_type,branch,affiliate_code,region,trading_complex,refund,vain_effort,guarantee,selected_color,reg_month,adv_month,maker_code,class_code,car_code,grade_code
12558.0,,,,,,,,,,,,,,,,,
12559.0,,,,,,,,,,,,,,,,,
12560.0,,,,,,,,,,,,,,,,,
12568.0,,,,,,,,,,,,,,,,,
12569.0,,,,,,,,,,,,,,,,,
12570.0,,,,,,,,,,,,,,,,,
12571.0,,,,,,,,,,,,,,,,,
12572.0,,,,,,,,,,,,,,,,,
12574.0,,,,,,,,,,,,,,,,,
12575.0,,,,,,,,,,,,,,,,,
12576.0,,,,,,,,,,,,,,,,,
12581.0,,,,,,,,,,,,,,,,,
12583.0,,,,,,,,,,,,,,,,,
12584.0,,,,,,,,,,,,,,,,,
12585.0,,,,,,,,,,,,,,,,,
12586.0,,,,,,,,,,,,,,,,,
12654.0,,,,,,,,,,,,,,,,,
12655.0,,,,,,,,,,,,,,,,,
12656.0,,,,,,,,,,,,,,,,,
12659.0,,,,,,,,,,,,,,,,,
12662.0,,,,,,,,,,,,,,,,,
12664.0,,,,,,,,,,,,,,,,,
12667.0,,,,,,,,,,,,,,,,,
12671.0,,,,,,,,,,,,,,,,,
12672.0,,,,,,,,,,,,,,,,,
12673.0,,,,,,,,,,,,,,,,,
12674.0,,,,,,,,,,,,,,,,,
12675.0,,,,,,,,,,,,,,,,,
12676.0,,,,,,,,,,,,,,,,,
12677.0,,,,,,,,,,,,,,,,,
12678.0,,,,,,,,,,,,,,,,,
12679.0,,,,,,,,,,,,,,,,,
12685.0,,,,,,,,,,,,,,,,,
12692.0,,,,,,,,,,,,,,,,,
12694.0,,,,,,,,,,,,,,,,,
12696.0,,,,,,,,,,,,,,,,,
12697.0,,,,,,,,,,,,,,,,,
12698.0,,,,,,,,,,,,,,,,,
12699.0,,,,,,,,,,,,,,,,,
12704.0,,,,,,,,,,,,,,,,,
12709.0,,,,,,,,,,,,,,,,,
12714.0,,,,,,,,,,,,,,,,,
12715.0,,,,,,,,,,,,,,,,,
12717.0,,,,,,,,,,,,,,,,,
12718.0,,,,,,,,,,,,,,,,,
12719.0,,,,,,,,,,,,,,,,,
12721.0,,,,,,,,,,,,,,,,,
12722.0,,,,,,,,,,,,,,,,,
12723.0,,,,,,,,,,,,,,,,,
12725.0,,,,,,,,,,,,,,,,,
12727.0,,,,,,,,,,,,,,,,,
12728.0,,,,,,,,,,,,,,,,,
12729.0,,,,,,,,,,,,,,,,,
12730.0,,,,,,,,,,,,,,,,,
12731.0,,,,,,,,,,,,,,,,,
12732.0,,,,,,,,,,,,,,,,,
12734.0,,,,,,,,,,,,,,,,,
12738.0,,,,,,,,,,,,,,,,,
12743.0,,,,,,,,,,,,,,,,,
12747.0,,,,,,,,,,,,,,,,,
12749.0,,,,,,,,,,,,,,,,,
12751.0,,,,,,,,,,,,,,,,,
12755.0,,,,,,,,,,,,,,,,,
12757.0,,,,,,,,,,,,,,,,,
12759.0,,,,,,,,,,,,,,,,,
12761.0,,,,,,,,,,,,,,,,,
12762.0,,,,,,,,,,,,,,,,,
12763.0,,,,,,,,,,,,,,,,,
12766.0,,,,,,,,,,,,,,,,,
12768.0,,,,,,,,,,,,,,,,,
12771.0,,,,,,,,,,,,,,,,,
12773.0,,,,,,,,,,,,,,,,,
12774.0,,,,,,,,,,,,,,,,,
12777.0,,,,,,,,,,,,,,,,,
12779.0,,,,,,,,,,,,,,,,,
12780.0,,,,,,,,,,,,,,,,,
12784.0,,,,,,,,,,,,,,,,,
12787.0,,,,,,,,,,,,,,,,,
12789.0,,,,,,,,,,,,,,,,,
12792.0,,,,,,,,,,,,,,,,,
12794.0,,,,,,,,,,,,,,,,,
12796.0,,,,,,,,,,,,,,,,,
12797.0,,,,,,,,,,,,,,,,,
12799.0,,,,,,,,,,,,,,,,,
12802.0,,,,,,,,,,,,,,,,,
12804.0,,,,,,,,,,,,,,,,,
12805.0,,,,,,,,,,,,,,,,,
12817.0,,,,,,,,,,,,,,,,,
12826.0,,,,,,,,,,,,,,,,,
12829.0,,,,,,,,,,,,,,,,,
12830.0,,,,,,,,,,,,,,,,,
12837.0,,,,,,,,,,,,,,,,,
12842.0,,,,,,,,,,,,,,,,,
12849.0,,,,,,,,,,,,,,,,,
12855.0,,,,,,,,,,,,,,,,,
12860.0,,,,,,,,,,,,,,,,,
12876.0,,,,,,,,,,,,,,,,,
12893.0,,,,,,,,,,,,,,,,,
12894.0,,,,,,,,,,,,,,,,,
12895.0,,,,,,,,,,,,,,,,,
12896.0,,,,,,,,,,,,,,,,,
12897.0,,,,,,,,,,,,,,,,,
12898.0,,,,,,,,,,,,,,,,,
12899.0,,,,,,,,,,,,,,,,,
12900.0,,,,,,,,,,,,,,,,,
12901.0,,,,,,,,,,,,,,,,,
12902.0,,,,,,,,,,,,,,,,,
12903.0,,,,,,,,,,,,,,,,,
12906.0,,,,,,,,,,,,,,,,,
12907.0,,,,,,,,,,,,,,,,,
12913.0,,,,,,,,,,,,,,,,,
12916.0,,,,,,,,,,,,,,,,,
12919.0,,,,,,,,,,,,,,,,,
12920.0,,,,,,,,,,,,,,,,,
12921.0,,,,,,,,,,,,,,,,,
12922.0,,,,,,,,,,,,,,,,,
12929.0,,,,,,,,,,,,,,,,,
12930.0,,,,,,,,,,,,,,,,,
12935.0,,,,,,,,,,,,,,,,,
12936.0,,,,,,,,,,,,,,,,,
12937.0,,,,,,,,,,,,,,,,,
12938.0,,,,,,,,,,,,,,,,,
12947.0,,,,,,,,,,,,,,,,,
12951.0,,,,,,,,,,,,,,,,,
12952.0,,,,,,,,,,,,,,,,,
12953.0,,,,,,,,,,,,,,,,,
12955.0,,,,,,,,,,,,,,,,,
12957.0,,,,,,,,,,,,,,,,,
12958.0,,,,,,,,,,,,,,,,,
12959.0,,,,,,,,,,,,,,,,,
12961.0,,,,,,,,,,,,,,,,,
12964.0,,,,,,,,,,,,,,,,,
12967.0,,,,,,,,,,,,,,,,,
12968.0,,,,,,,,,,,,,,,,,
12975.0,,,,,,,,,,,,,,,,,
12978.0,,,,,,,,,,,,,,,,,
13244.0,,,,,,,,,,,,,,,,,
13245.0,,,,,,,,,,,,,,,,,
13246.0,,,,,,,,,,,,,,,,,
13250.0,,,,,,,,,,,,,,,,,
13252.0,,,,,,,,,,,,,,,,,
13253.0,,,,,,,,,,,,,,,,,
13254.0,,,,,,,,,,,,,,,,,
13256.0,,,,,,,,,,,,,,,,,
13257.0,,,,,,,,,,,,,,,,,
13258.0,,,,,,,,,,,,,,,,,
13259.0,,,,,,,,,,,,,,,,,
13260.0,,,,,,,,,,,,,,,,,
13293.0,,,,,,,,,,,,,,,,,
13294.0,,,,,,,,,,,,,,,,,
13295.0,,,,,,,,,,,,,,,,,
13296.0,,,,,,,,,,,,,,,,,
13297.0,,,,,,,,,,,,,,,,,
13298.0,,,,,,,,,,,,,,,,,
13299.0,,,,,,,,,,,,,,,,,
13300.0,,,,,,,,,,,,,,,,,
13301.0,,,,,,,,,,,,,,,,,
13302.0,,,,,,,,,,,,,,,,,
13303.0,,,,,,,,,,,,,,,,,
13304.0,,,,,,,,,,,,,,,,,
13305.0,,,,,,,,,,,,,,,,,
13306.0,,,,,,,,,,,,,,,,,
13416.0,,,,,,,,,,,,,,,,,
13418.0,,,,,,,,,,,,,,,,,
13421.0,,,,,,,,,,,,,,,,,
13423.0,,,,,,,,,,,,,,,,,
14245.0,,,,,,,,,,,,,,,,,
14246.0,,,,,,,,,,,,,,,,,
14247.0,,,,,,,,,,,,,,,,,
14249.0,,,,,,,,,,,,,,,,,
14251.0,,,,,,,,,,,,,,,,,
14258.0,,,,,,,,,,,,,,,,,
14259.0,,,,,,,,,,,,,,,,,
14260.0,,,,,,,,,,,,,,,,,
14262.0,,,,,,,,,,,,,,,,,
14263.0,,,,,,,,,,,,,,,,,
14264.0,,,,,,,,,,,,,,,,,
14265.0,,,,,,,,,,,,,,,,,
14266.0,,,,,,,,,,,,,,,,,
14267.0,,,,,,,,,,,,,,,,,
14268.0,,,,,,,,,,,,,,,,,
14269.0,,,,,,,,,,,,,,,,,
14270.0,,,,,,,,,,,,,,,,,
14271.0,,,,,,,,,,,,,,,,,
14272.0,,,,,,,,,,,,,,,,,
14273.0,,,,,,,,,,,,,,,,,
14274.0,,,,,,,,,,,,,,,,,
14275.0,,,,,,,,,,,,,,,,,
14287.0,,,,,,,,,,,,,,,,,
14288.0,,,,,,,,,,,,,,,,,
14289.0,,,,,,,,,,,,,,,,,
14290.0,,,,,,,,,,,,,,,,,
14291.0,,,,,,,,,,,,,,,,,
14292.0,,,,,,,,,,,,,,,,,
14293.0,,,,,,,,,,,,,,,,,
14294.0,,,,,,,,,,,,,,,,,
14295.0,,,,,,,,,,,,,,,,,
14296.0,,,,,,,,,,,,,,,,,
14303.0,,,,,,,,,,,,,,,,,
14307.0,,,,,,,,,,,,,,,,,
14308.0,,,,,,,,,,,,,,,,,
14310.0,,,,,,,,,,,,,,,,,
14311.0,,,,,,,,,,,,,,,,,
14312.0,,,,,,,,,,,,,,,,,
14313.0,,,,,,,,,,,,,,,,,
14314.0,,,,,,,,,,,,,,,,,
14315.0,,,,,,,,,,,,,,,,,
14316.0,,,,,,,,,,,,,,,,,
14317.0,,,,,,,,,,,,,,,,,
14318.0,,,,,,,,,,,,,,,,,
14319.0,,,,,,,,,,,,,,,,,
14320.0,,,,,,,,,,,,,,,,,
14322.0,,,,,,,,,,,,,,,,,
14323.0,,,,,,,,,,,,,,,,,
14324.0,,,,,,,,,,,,,,,,,
14327.0,,,,,,,,,,,,,,,,,
14353.0,,,,,,,,,,,,,,,,,
14354.0,,,,,,,,,,,,,,,,,
14355.0,,,,,,,,,,,,,,,,,
14356.0,,,,,,,,,,,,,,,,,
14357.0,,,,,,,,,,,,,,,,,
14358.0,,,,,,,,,,,,,,,,,
14359.0,,,,,,,,,,,,,,,,,
14360.0,,,,,,,,,,,,,,,,,
14361.0,,,,,,,,,,,,,,,,,
14362.0,,,,,,,,,,,,,,,,,
14363.0,,,,,,,,,,,,,,,,,
14389.0,,,,,,,,,,,,,,,,,
14390.0,,,,,,,,,,,,,,,,,
14391.0,,,,,,,,,,,,,,,,,
14392.0,,,,,,,,,,,,,,,,,
14393.0,,,,,,,,,,,,,,,,,
14394.0,,,,,,,,,,,,,,,,,
14395.0,,,,,,,,,,,,,,,,,
14406.0,,,,,,,,,,,,,,,,,
14407.0,,,,,,,,,,,,,,,,,
14408.0,,,,,,,,,,,,,,,,,
14409.0,,,,,,,,,,,,,,,,,
14410.0,,,,,,,,,,,,,,,,,
14411.0,,,,,,,,,,,,,,,,,
14412.0,,,,,,,,,,,,,,,,,
14413.0,,,,,,,,,,,,,,,,,
14414.0,,,,,,,,,,,,,,,,,
14415.0,,,,,,,,,,,,,,,,,
14416.0,,,,,,,,,,,,,,,,,
14417.0,,,,,,,,,,,,,,,,,
14418.0,,,,,,,,,,,,,,,,,
14419.0,,,,,,,,,,,,,,,,,
14420.0,,,,,,,,,,,,,,,,,
14421.0,,,,,,,,,,,,,,,,,
14452.0,,,,,,,,,,,,,,,,,
14453.0,,,,,,,,,,,,,,,,,
14454.0,,,,,,,,,,,,,,,,,
14455.0,,,,,,,,,,,,,,,,,
14456.0,,,,,,,,,,,,,,,,,
14457.0,,,,,,,,,,,,,,,,,
14485.0,,,,,,,,,,,,,,,,,
14486.0,,,,,,,,,,,,,,,,,
14487.0,,,,,,,,,,,,,,,,,
14488.0,,,,,,,,,,,,,,,,,
14490.0,,,,,,,,,,,,,,,,,
14491.0,,,,,,,,,,,,,,,,,
14492.0,,,,,,,,,,,,,,,,,
14493.0,,,,,,,,,,,,,,,,,
14500.0,,,,,,,,,,,,,,,,,
14501.0,,,,,,,,,,,,,,,,,
14502.0,,,,,,,,,,,,,,,,,
14503.0,,,,,,,,,,,,,,,,,
14504.0,,,,,,,,,,,,,,,,,
14522.0,,,,,,,,,,,,,,,,,
14523.0,,,,,,,,,,,,,,,,,
14525.0,,,,,,,,,,,,,,,,,
14526.0,,,,,,,,,,,,,,,,,
14527.0,,,,,,,,,,,,,,,,,
14528.0,,,,,,,,,,,,,,,,,
14529.0,,,,,,,,,,,,,,,,,
14530.0,,,,,,,,,,,,,,,,,
14531.0,,,,,,,,,,,,,,,,,
14532.0,,,,,,,,,,,,,,,,,
14670.0,,,,,,,,,,,,,,,,,
14671.0,,,,,,,,,,,,,,,,,
14673.0,,,,,,,,,,,,,,,,,
14675.0,,,,,,,,,,,,,,,,,
14679.0,,,,,,,,,,,,,,,,,
14680.0,,,,,,,,,,,,,,,,,
14684.0,,,,,,,,,,,,,,,,,
14685.0,,,,,,,,,,,,,,,,,
14686.0,,,,,,,,,,,,,,,,,
14688.0,,,,,,,,,,,,,,,,,
14689.0,,,,,,,,,,,,,,,,,
14690.0,,,,,,,,,,,,,,,,,
14697.0,,,,,,,,,,,,,,,,,
14704.0,,,,,,,,,,,,,,,,,
14705.0,,,,,,,,,,,,,,,,,
14708.0,,,,,,,,,,,,,,,,,
14709.0,,,,,,,,,,,,,,,,,
14710.0,,,,,,,,,,,,,,,,,
14711.0,,,,,,,,,,,,,,,,,
14712.0,,,,,,,,,,,,,,,,,
14714.0,,,,,,,,,,,,,,,,,
14715.0,,,,,,,,,,,,,,,,,
14719.0,,,,,,,,,,,,,,,,,
14727.0,,,,,,,,,,,,,,,,,
14728.0,,,,,,,,,,,,,,,,,
14729.0,,,,,,,,,,,,,,,,,
14730.0,,,,,,,,,,,,,,,,,
14731.0,,,,,,,,,,,,,,,,,
14732.0,,,,,,,,,,,,,,,,,
14733.0,,,,,,,,,,,,,,,,,
14734.0,,,,,,,,,,,,,,,,,
14735.0,,,,,,,,,,,,,,,,,
14736.0,,,,,,,,,,,,,,,,,
14737.0,,,,,,,,,,,,,,,,,
14748.0,,,,,,,,,,,,,,,,,
14749.0,,,,,,,,,,,,,,,,,
14750.0,,,,,,,,,,,,,,,,,
14751.0,,,,,,,,,,,,,,,,,
14752.0,,,,,,,,,,,,,,,,,
14753.0,,,,,,,,,,,,,,,,,
14754.0,,,,,,,,,,,,,,,,,
14755.0,,,,,,,,,,,,,,,,,
14756.0,,,,,,,,,,,,,,,,,
14769.0,,,,,,,,,,,,,,,,,
14770.0,,,,,,,,,,,,,,,,,
14771.0,,,,,,,,,,,,,,,,,
14784.0,,,,,,,,,,,,,,,,,
14786.0,,,,,,,,,,,,,,,,,
14787.0,,,,,,,,,,,,,,,,,
14789.0,,,,,,,,,,,,,,,,,
14791.0,,,,,,,,,,,,,,,,,
14792.0,,,,,,,,,,,,,,,,,
14796.0,,,,,,,,,,,,,,,,,
14797.0,,,,,,,,,,,,,,,,,
14798.0,,,,,,,,,,,,,,,,,
14799.0,,,,,,,,,,,,,,,,,
14800.0,,,,,,,,,,,,,,,,,
14801.0,,,,,,,,,,,,,,,,,
14802.0,,,,,,,,,,,,,,,,,
14818.0,,,,,,,,,,,,,,,,,
14819.0,,,,,,,,,,,,,,,,,
14820.0,,,,,,,,,,,,,,,,,
14821.0,,,,,,,,,,,,,,,,,
14822.0,,,,,,,,,,,,,,,,,
14823.0,,,,,,,,,,,,,,,,,
14838.0,,,,,,,,,,,,,,,,,
14839.0,,,,,,,,,,,,,,,,,
14840.0,,,,,,,,,,,,,,,,,
14842.0,,,,,,,,,,,,,,,,,
14843.0,,,,,,,,,,,,,,,,,
14845.0,,,,,,,,,,,,,,,,,
14846.0,,,,,,,,,,,,,,,,,
14847.0,,,,,,,,,,,,,,,,,
14848.0,,,,,,,,,,,,,,,,,
14849.0,,,,,,,,,,,,,,,,,
14850.0,,,,,,,,,,,,,,,,,
14851.0,,,,,,,,,,,,,,,,,
14853.0,,,,,,,,,,,,,,,,,
14854.0,,,,,,,,,,,,,,,,,
14864.0,,,,,,,,,,,,,,,,,
14865.0,,,,,,,,,,,,,,,,,
14866.0,,,,,,,,,,,,,,,,,
14867.0,,,,,,,,,,,,,,,,,
14868.0,,,,,,,,,,,,,,,,,
14869.0,,,,,,,,,,,,,,,,,
14870.0,,,,,,,,,,,,,,,,,
14871.0,,,,,,,,,,,,,,,,,
14872.0,,,,,,,,,,,,,,,,,
14873.0,,,,,,,,,,,,,,,,,
14874.0,,,,,,,,,,,,,,,,,
14875.0,,,,,,,,,,,,,,,,,
14876.0,,,,,,,,,,,,,,,,,
14877.0,,,,,,,,,,,,,,,,,
14878.0,,,,,,,,,,,,,,,,,
14879.0,,,,,,,,,,,,,,,,,
14880.0,,,,,,,,,,,,,,,,,
14881.0,,,,,,,,,,,,,,,,,
14882.0,,,,,,,,,,,,,,,,,
14883.0,,,,,,,,,,,,,,,,,
14884.0,,,,,,,,,,,,,,,,,
14885.0,,,,,,,,,,,,,,,,,
14886.0,,,,,,,,,,,,,,,,,
14887.0,,,,,,,,,,,,,,,,,
14888.0,,,,,,,,,,,,,,,,,
14889.0,,,,,,,,,,,,,,,,,
14895.0,,,,,,,,,,,,,,,,,
14896.0,,,,,,,,,,,,,,,,,
14897.0,,,,,,,,,,,,,,,,,
14898.0,,,,,,,,,,,,,,,,,
14899.0,,,,,,,,,,,,,,,,,
14900.0,,,,,,,,,,,,,,,,,
14901.0,,,,,,,,,,,,,,,,,
14902.0,,,,,,,,,,,,,,,,,
14903.0,,,,,,,,,,,,,,,,,
14904.0,,,,,,,,,,,,,,,,,
14934.0,,,,,,,,,,,,,,,,,
14935.0,,,,,,,,,,,,,,,,,
14936.0,,,,,,,,,,,,,,,,,
14937.0,,,,,,,,,,,,,,,,,
14938.0,,,,,,,,,,,,,,,,,
14939.0,,,,,,,,,,,,,,,,,
14940.0,,,,,,,,,,,,,,,,,
14941.0,,,,,,,,,,,,,,,,,
14942.0,,,,,,,,,,,,,,,,,
14943.0,,,,,,,,,,,,,,,,,
14944.0,,,,,,,,,,,,,,,,,
14945.0,,,,,,,,,,,,,,,,,
14946.0,,,,,,,,,,,,,,,,,
14947.0,,,,,,,,,,,,,,,,,
14948.0,,,,,,,,,,,,,,,,,
14949.0,,,,,,,,,,,,,,,,,
14950.0,,,,,,,,,,,,,,,,,
14951.0,,,,,,,,,,,,,,,,,
14952.0,,,,,,,,,,,,,,,,,
14953.0,,,,,,,,,,,,,,,,,
14954.0,,,,,,,,,,,,,,,,,
14955.0,,,,,,,,,,,,,,,,,
14956.0,,,,,,,,,,,,,,,,,
14957.0,,,,,,,,,,,,,,,,,
14958.0,,,,,,,,,,,,,,,,,
14959.0,,,,,,,,,,,,,,,,,
14971.0,,,,,,,,,,,,,,,,,
14972.0,,,,,,,,,,,,,,,,,
14973.0,,,,,,,,,,,,,,,,,
14974.0,,,,,,,,,,,,,,,,,
14975.0,,,,,,,,,,,,,,,,,
14976.0,,,,,,,,,,,,,,,,,
14978.0,,,,,,,,,,,,,,,,,
14979.0,,,,,,,,,,,,,,,,,
14980.0,,,,,,,,,,,,,,,,,
14981.0,,,,,,,,,,,,,,,,,
14982.0,,,,,,,,,,,,,,,,,
14983.0,,,,,,,,,,,,,,,,,
14984.0,,,,,,,,,,,,,,,,,
14985.0,,,,,,,,,,,,,,,,,
14986.0,,,,,,,,,,,,,,,,,
14987.0,,,,,,,,,,,,,,,,,
14988.0,,,,,,,,,,,,,,,,,
14989.0,,,,,,,,,,,,,,,,,
14990.0,,,,,,,,,,,,,,,,,
14991.0,,,,,,,,,,,,,,,,,
15000.0,,,,,,,,,,,,,,,,,
18898.0,,,,,,,,,,,,,,,,,
19170.0,,,,,,,,,,,,,,,,,
19171.0,,,,,,,,,,,,,,,,,
19172.0,,,,,,,,,,,,,,,,,
19174.0,,,,,,,,,,,,,,,,,
19175.0,,,,,,,,,,,,,,,,,
19176.0,,,,,,,,,,,,,,,,,
19178.0,,,,,,,,,,,,,,,,,
19179.0,,,,,,,,,,,,,,,,,
19180.0,,,,,,,,,,,,,,,,,
19182.0,,,,,,,,,,,,,,,,,
19183.0,,,,,,,,,,,,,,,,,
19193.0,,,,,,,,,,,,,,,,,
19196.0,,,,,,,,,,,,,,,,,
19200.0,,,,,,,,,,,,,,,,,
19201.0,,,,,,,,,,,,,,,,,
19203.0,,,,,,,,,,,,,,,,,
19204.0,,,,,,,,,,,,,,,,,
19205.0,,,,,,,,,,,,,,,,,
19207.0,,,,,,,,,,,,,,,,,
19210.0,,,,,,,,,,,,,,,,,
19211.0,,,,,,,,,,,,,,,,,
19212.0,,,,,,,,,,,,,,,,,
19215.0,,,,,,,,,,,,,,,,,
19216.0,,,,,,,,,,,,,,,,,
19217.0,,,,,,,,,,,,,,,,,
19221.0,,,,,,,,,,,,,,,,,
19222.0,,,,,,,,,,,,,,,,,
19223.0,,,,,,,,,,,,,,,,,
19224.0,,,,,,,,,,,,,,,,,
19225.0,,,,,,,,,,,,,,,,,
19228.0,,,,,,,,,,,,,,,,,
19229.0,,,,,,,,,,,,,,,,,
19230.0,,,,,,,,,,,,,,,,,
19231.0,,,,,,,,,,,,,,,,,
19232.0,,,,,,,,,,,,,,,,,
19233.0,,,,,,,,,,,,,,,,,
19234.0,,,,,,,,,,,,,,,,,
19235.0,,,,,,,,,,,,,,,,,
19236.0,,,,,,,,,,,,,,,,,
19237.0,,,,,,,,,,,,,,,,,
19238.0,,,,,,,,,,,,,,,,,
19239.0,,,,,,,,,,,,,,,,,
19240.0,,,,,,,,,,,,,,,,,
19241.0,,,,,,,,,,,,,,,,,
19246.0,,,,,,,,,,,,,,,,,
19247.0,,,,,,,,,,,,,,,,,
19248.0,,,,,,,,,,,,,,,,,
19249.0,,,,,,,,,,,,,,,,,
19250.0,,,,,,,,,,,,,,,,,
19254.0,,,,,,,,,,,,,,,,,
19258.0,,,,,,,,,,,,,,,,,
19259.0,,,,,,,,,,,,,,,,,
19260.0,,,,,,,,,,,,,,,,,
19261.0,,,,,,,,,,,,,,,,,
19262.0,,,,,,,,,,,,,,,,,
19263.0,,,,,,,,,,,,,,,,,
19265.0,,,,,,,,,,,,,,,,,
19266.0,,,,,,,,,,,,,,,,,
19267.0,,,,,,,,,,,,,,,,,
19273.0,,,,,,,,,,,,,,,,,
19274.0,,,,,,,,,,,,,,,,,
19276.0,,,,,,,,,,,,,,,,,
19277.0,,,,,,,,,,,,,,,,,
19278.0,,,,,,,,,,,,,,,,,
19279.0,,,,,,,,,,,,,,,,,
19280.0,,,,,,,,,,,,,,,,,
19281.0,,,,,,,,,,,,,,,,,
19283.0,,,,,,,,,,,,,,,,,
19285.0,,,,,,,,,,,,,,,,,
19299.0,,,,,,,,,,,,,,,,,
19301.0,,,,,,,,,,,,,,,,,
19302.0,,,,,,,,,,,,,,,,,
19303.0,,,,,,,,,,,,,,,,,
19304.0,,,,,,,,,,,,,,,,,
19305.0,,,,,,,,,,,,,,,,,
19306.0,,,,,,,,,,,,,,,,,
19307.0,,,,,,,,,,,,,,,,,
19308.0,,,,,,,,,,,,,,,,,
19309.0,,,,,,,,,,,,,,,,,
19320.0,,,,,,,,,,,,,,,,,
19321.0,,,,,,,,,,,,,,,,,
19328.0,,,,,,,,,,,,,,,,,
19329.0,,,,,,,,,,,,,,,,,
19330.0,,,,,,,,,,,,,,,,,
19331.0,,,,,,,,,,,,,,,,,
19332.0,,,,,,,,,,,,,,,,,
19333.0,,,,,,,,,,,,,,,,,
19334.0,,,,,,,,,,,,,,,,,
19335.0,,,,,,,,,,,,,,,,,
19337.0,,,,,,,,,,,,,,,,,
19458.0,,,,,,,,,,,,,,,,,
19459.0,,,,,,,,,,,,,,,,,
19461.0,,,,,,,,,,,,,,,,,
19462.0,,,,,,,,,,,,,,,,,
19471.0,,,,,,,,,,,,,,,,,
19487.0,,,,,,,,,,,,,,,,,
19489.0,,,,,,,,,,,,,,,,,
19515.0,,,,,,,,,,,,,,,,,
19523.0,,,,,,,,,,,,,,,,,
19524.0,,,,,,,,,,,,,,,,,
19525.0,,,,,,,,,,,,,,,,,
19526.0,,,,,,,,,,,,,,,,,
19527.0,,,,,,,,,,,,,,,,,
19528.0,,,,,,,,,,,,,,,,,
19530.0,,,,,,,,,,,,,,,,,
19533.0,,,,,,,,,,,,,,,,,
19534.0,,,,,,,,,,,,,,,,,
19535.0,,,,,,,,,,,,,,,,,
19537.0,,,,,,,,,,,,,,,,,
19538.0,,,,,,,,,,,,,,,,,
19539.0,,,,,,,,,,,,,,,,,
19540.0,,,,,,,,,,,,,,,,,
19541.0,,,,,,,,,,,,,,,,,
19543.0,,,,,,,,,,,,,,,,,
19548.0,,,,,,,,,,,,,,,,,
19550.0,,,,,,,,,,,,,,,,,
19569.0,,,,,,,,,,,,,,,,,
19571.0,,,,,,,,,,,,,,,,,
19572.0,,,,,,,,,,,,,,,,,
19573.0,,,,,,,,,,,,,,,,,
19574.0,,,,,,,,,,,,,,,,,
19575.0,,,,,,,,,,,,,,,,,
19576.0,,,,,,,,,,,,,,,,,
19577.0,,,,,,,,,,,,,,,,,
19578.0,,,,,,,,,,,,,,,,,
19579.0,,,,,,,,,,,,,,,,,
19580.0,,,,,,,,,,,,,,,,,
19581.0,,,,,,,,,,,,,,,,,
19582.0,,,,,,,,,,,,,,,,,
19583.0,,,,,,,,,,,,,,,,,
19619.0,,,,,,,,,,,,,,,,,
19620.0,,,,,,,,,,,,,,,,,
19621.0,,,,,,,,,,,,,,,,,
19622.0,,,,,,,,,,,,,,,,,
19623.0,,,,,,,,,,,,,,,,,
19710.0,,,,,,,,,,,,,,,,,
19723.0,,,,,,,,,,,,,,,,,
19724.0,,,,,,,,,,,,,,,,,
19804.0,,,,,,,,,,,,,,,,,
19808.0,,,,,,,,,,,,,,,,,
19809.0,,,,,,,,,,,,,,,,,
19810.0,,,,,,,,,,,,,,,,,
19811.0,,,,,,,,,,,,,,,,,
19812.0,,,,,,,,,,,,,,,,,
19813.0,,,,,,,,,,,,,,,,,
19814.0,,,,,,,,,,,,,,,,,
19815.0,,,,,,,,,,,,,,,,,
19816.0,,,,,,,,,,,,,,,,,
19817.0,,,,,,,,,,,,,,,,,
19818.0,,,,,,,,,,,,,,,,,
19819.0,,,,,,,,,,,,,,,,,
19820.0,,,,,,,,,,,,,,,,,
19821.0,,,,,,,,,,,,,,,,,
19822.0,,,,,,,,,,,,,,,,,
19823.0,,,,,,,,,,,,,,,,,
19824.0,,,,,,,,,,,,,,,,,
19825.0,,,,,,,,,,,,,,,,,
19827.0,,,,,,,,,,,,,,,,,
19828.0,,,,,,,,,,,,,,,,,
19829.0,,,,,,,,,,,,,,,,,
19830.0,,,,,,,,,,,,,,,,,
19832.0,,,,,,,,,,,,,,,,,
19833.0,,,,,,,,,,,,,,,,,
19834.0,,,,,,,,,,,,,,,,,
19835.0,,,,,,,,,,,,,,,,,
19839.0,,,,,,,,,,,,,,,,,
19840.0,,,,,,,,,,,,,,,,,
19841.0,,,,,,,,,,,,,,,,,
19842.0,,,,,,,,,,,,,,,,,
19843.0,,,,,,,,,,,,,,,,,
19844.0,,,,,,,,,,,,,,,,,
19845.0,,,,,,,,,,,,,,,,,
19846.0,,,,,,,,,,,,,,,,,
19847.0,,,,,,,,,,,,,,,,,
19848.0,,,,,,,,,,,,,,,,,
19849.0,,,,,,,,,,,,,,,,,
19850.0,,,,,,,,,,,,,,,,,
19851.0,,,,,,,,,,,,,,,,,
19852.0,,,,,,,,,,,,,,,,,
19853.0,,,,,,,,,,,,,,,,,
19854.0,,,,,,,,,,,,,,,,,
19856.0,,,,,,,,,,,,,,,,,
19857.0,,,,,,,,,,,,,,,,,
19858.0,,,,,,,,,,,,,,,,,
19862.0,,,,,,,,,,,,,,,,,
19864.0,,,,,,,,,,,,,,,,,
19865.0,,,,,,,,,,,,,,,,,
19869.0,,,,,,,,,,,,,,,,,
19870.0,,,,,,,,,,,,,,,,,
19871.0,,,,,,,,,,,,,,,,,
